claim_id	entity	context
Q46183-61A532AD-A7B8-442D-B4CF-0E438E2E1AC1	Fuero de Miranda de Ebro	La cuidada edición del Fuero de Miranda de Ebro por D. Francisco Cantera1 no deja de ofrecer interés para los estudios de toponimia vasca.
Q46183-61A532AD-A7B8-442D-B4CF-0E438E2E1AC1	Fuero de Miranda de Ebro	Euskera 1 (1956), 19-22. 1 Francisco Cantera, Fuero de Miranda de Ebro, Madrid 1945.
Q46184-DB7A7089-0502-4195-B0A8-04270D58F834	Fuero de San Sebastián	536) es cualquier cosa menos indudable: la forma vasca Ondarribia (o Undarribia) «vado de la arena» aparece ya en el Fuero de San Sebastián, que es a este respecto mucho más digno de confianza que Rodrigo Toledano, y no hay ningún motivo para pensar que una -p- latina se haya sonorizado en un lugar tan alejado de Castilla.
Q46187-01B763B9-9DA6-4779-89C8-7F4866B46E44	Furundarena E.	a sesión, día 2 de noviembre de 1898) se registra la donación efectuada por el doctor D. Estanislao Furundarena de San Sebastián de «seis monedas de.
Q46188-8222EDDE-659D-491E-B038-6FD30FA1BD5B	Fuster J.	Hainbeste izen dira! Martorellen Tirant lo Blanch, Ausias March, oraingoetan Joan Fuster..
Q46203-ADCC60C6-A3FD-44FF-B4FA-7A670D2AEB30	Gamón J. I.	Tuvieron defensores, generalmente interesados, Orio (Marca, que quería llevar al Urumea la frontera de las Galias), San Sebastián (Camino),4 Rentería (Gamón) y Fuenterrabía (Moret).
Q46207-F52486BA-FFF1-49D2-A923-6AC3B6A43504	Ganivet Á.	Zenbaitek alde hauetan —Ganivet eta Sánchez Mazas datozkit orain gogora— Robinson beheratzeari ekin dio, bigarren mailako giza sinboloa, merkatarien neurrikoa, dela eta.
Q46217-B4EB0709-EB98-45D8-A20F-542BEC324DA9	García Aznárez	En la donación del monasterio de Olazabal hecha en 1025 por García Aznárez, señor de Guipúzcoa, y su mujer doña Gaila al monasterio de San Juan de la Peña, se lee Aluizturre (Aluizt urre) según fotocopia obtenida del Becerro pinatense.
Q46218-BDEF6318-5D2B-4CF2-AEB6-C7B4E181E97A	García Bellido A.	8 V. A. García y Bellido, La España del siglo primero de nuestra Era según P. Mela y C. Plinio, Madrid 1947, p. 58.
Q46226-21F137DA-DE58-4C12-A476-AF2AEEF49C42	García de Diego V.	larrain, larrin «era», acaso un préstamo (V. García
Q46226-2D0CAFE5-787C-49DE-A9FD-810D941188A4	García de Diego V.	c Es sin embargo muy preferible pensar con V. García de Diego, Diccionario etimológico español e hispánico, núm.
Q46226-554F6A8D-1C6A-46C1-845B-34A4FD9A7600	García de Diego V.	V. García de Diego, Diccionario etimológico español e hispánico, Madrid 1954, pense, avec des réserves, à cothurnulus) en fourmillent.
Q46226-880CA479-5F7B-4B91-94CE-CE5D5CC65510	García de Diego V.	2 V. García de Diego, Contribución al diccionario hispánico etimológico, Madrid 1943, p. 186.
Q46229-6B51B463-9B25-4FFC-8023-2BCE77F65A04	García de Salazar L.	La traducción de gamboa «por lo alto» que da Lope García de Salazar (Bienandanças e fortunas, XXI, 14) no pasa de ser una etimología popular que encaja perfectamente en el carácter legendario del contexto: la explicación del origen de las banderías vascas.
Q46235-01246C83-A587-41D4-9096-D2260554181C	García Sanchiz F.	García Sanchizek ongi agertzen du zer den valentziarra, onean eta ez hain onean.
Q46240-12899B9A-BE7D-4341-8C45-EEC616EDFBA4	Garibay E. de	Milia (andra Milia Lastur co, Garibay);
Q46240-2E27350F-A783-41FF-9689-8BC90CD86DDE	Garibay E. de	Hay además, aparte de lo que se deduce de particularidades gráficas, testimonios absolutamente explícitos (Garibay y Madariaga) de que el
Q46240-5026025C-A9F6-4BF2-8523-1D465622211D	Garibay E. de	Sin estar en disposición de afirmarlo con toda seguridad, creo que la prueba documental hablaría, por el contrario, en favor de las formas con p. Sin contar a Dechepare y Liçarrague, aparece chipi en Garibay, en los Refranes y Sentencias y en el texto vasco del «Paraninfo celeste» del P. Luzuriaga.
Q46240-5D5B5190-3EF1-4C48-9A15-EB1B111BC42C	Garibay E. de	Otro caso semejante, de distinta procedencia, es el actual burni «hierro», que para Garibay y L. de Ysasti era todavía burnia (burniaric).
Q46240-E1F21C0E-9648-421D-83CD-974509D8C2FE	Garibay E. de	Los primeros textos vascos extensos no son anteriores, como ya he indicado, al siglo XVI, aunque algunos cantares de los que nos han transmitido por ejemplo Garibay y la Crónica Ibargüen-Cachopín han sido ciertamente compuestos antes de 1500. Sería, sin embargo, erróneo creer que más arriba de esa fecha no tenemos nada, si se exceptúan datos aislados, como las dos frases vascas de las Glosas Emilianenses y el brevísimo vocabulario obra de un peregrino del siglo XII. No;
Q46240-EEF27564-CF14-41AB-A260-C4DC963BE00B	Garibay E. de	ediciones comentadas de los Refranes y Sentencias de 1596 y de los de Garibay—, sus publicaciones de textos inéditos, como las obras completas del Dr.
Q46240-F94D5F88-BA9D-42D0-B819-10C3C7DA6DCB	Garibay E. de	6 Garibay suponía que Motrico significaba monte de Trico y aludía a una peña
Q46258-1C8890B8-DEBC-4E06-9303-2B48C97101B0	Gavel H.	7 Por ejemplo, H. Gavel, Éléments de phonétique basque, París 1920 (= RIEV 12, 1921), pp. 235-236. Nils M. Holmer (art.
Q46258-889BA3FC-6EB4-4996-BD4A-0CB892D136E9	Gavel H.	(A. Couceiro Freijomil, El idioma gallego, 114),d Gerrinke por Gernika (como Zorrontza por Zornotza) no es más que la evitación por metátesis de un grupo consonántico poco frecuente, y casi todos los demás (como los que cita Gavele de emain por emanen, etc.
Q46258-A0D6329C-9146-4140-88BF-9CE9AEAF824F	Gavel H.	b. H. Gavel, Éléments de phonétique basque, Paris 1920 (= RIEV 12, 1921).
Q46258-CF85BF32-858A-433F-8960-B30E1EED08A7	Gavel H.	Gavel, en su Grammaire basque (Bayona 1929, I, § 52, p. 29), tras exponer dos teorías acerca de su forma más antigua —la de Uhlenbeck que ve en -la(t) una disimilación de -ra(t) en casos como hirira, y la que ve por el contrario en -la(t) la forma primitiva—, da la preferencia a la segunda, identificando esta desinencia con el suf.
Q46270-0D82E993-EB68-4E07-9D30-F98B5AE2113C	Germi P.	Pietro Germiren film hau ez da, alderatzeko ere, errezeta horrekin sortu diren onenetakoa.
Q46270-0D82E993-EB68-4E07-9D30-F98B5AE2113C	Germi P.	Neretzako, Germiren film honek ezer baldin badu gehiegi, azukrea du, behar baino gehixeago.
Q46270-0D82E993-EB68-4E07-9D30-F98B5AE2113C	Germi P.	Germik aipatu ditudanen antzeko ikusle minberak ez zeuzkan ahazturik nonbait eta ugariegi ixuri zaio gozagarria, horrelakoen janaria goza beharrean.
Q46273-1B2346F5-EDEB-48C9-8270-254F0E913E71	Gèze L.	(Gèze) ünküntü «perfume».
Q46273-50A63AEA-6104-466F-80D2-A9A5A42742FB	Gèze L.	À la page suivante il faut corriger le mot basque souletin khuia en khüia, d’après Gèze: cf.
Q46273-E0A85123-0E23-46A2-A199-673F1C4675F5	Gèze L.	püküllü «hinojo» que Azkue dice haber tomado de Gèze es un fantasma: Gèze escribe puhullu, es decir, pühüllü.
Q46279-C561BE7E-8847-4879-ACA0-8E6DB240DAC1	Gifford D. J.	Es más: M. Molho ha señalado la existencia de unas líneas escritas en vascuence en un manuscrito de la Catedral de Pamplona, que ahora va a publicar D. J. Gifford. Es un texto breve, inconexo, no todo lo interesante que quisiéramos, pero es anterior a 1425. ¿Cómo es posible que podamos quejarnos de la escasez de documentos cuando los que existen son ignorados o, lo que es peor, no se publican aunque se conozca su existencia? Si lo que queremos es una historia de la lengua como fue, y es la única que puede servir a fines científicos, y no una historia de la lengua tal como quisiéramos que hubiese sido, no hay testimonio por breve, fragmentario, bárbaro y falto de interés que nos parezca que no deba ser publicado y estudiado inmediatamente, con tal de que los demás testimonios de igual fecha y variedad sean suficientemente escasos.
Q46296-7826FA80-B2B6-4911-BDC4-36A4C34BFBEF	Goethe J. W.	Hona zenbait, nabarmenenez ezer esan gabe: Donostia, juduak, Hegoaldeko amerikanoak, hiztun ederrak, Goethe, Papini, hamalaudunak, arte berria eta erabat 1930etik hona gutxienez egin diren gauzarik gehienak.
Q46308-54602DEF-D0F2-4F4A-A35A-AFD692756273	Gómez Moreno M.	de Elcano, ha sonorizado tras r. A propósito del grupo kt, Rectugenos parece estar atestiguado como retugeYo en una inscripción celtibérica (Gómez-Moreno, «Suplemento de epigrafía ibérica», núm.
Q46308-9EB91779-CD3B-43CA-89F9-0A4D189C87AD	Gómez Moreno M.	Debajo de una figura de traza infantil que representa al parecer un jinete,36 lleva una inscripción que ha sido leída, según calco, vlbeltesonis por don Manuel Gómez-Moreno («Sobre los iberos y su lengua», en Homenaje ofrecido a Menéndez Pidal,
Q46308-A8F9CAD1-C936-46E4-B3FE-D0EB62C7C3FE	Gómez Moreno M.	Don Manuel Gómez-Moreno constituye una brillante excepción.
Q46308-CCB6F244-4A3D-4A93-85E1-59D56BB5BEE6	Gómez Moreno M.	En el Léxico de Tovar, citado en la p. 96, se ve que este nombre, que puede leerse sin dificultad ConP(l)ouTo, fue identificado con Complutum, la actual Alcalá de Henares, por Gómez-Moreno, y esta identificación parece a primera vista bastante razonable y digna de ser examinada.
Q46308-E6F8B286-C9CA-4FF1-BA91-37427EA04336	Gómez Moreno M.	Seniponnis, Senitennis y Senicco que propusieron H. Schuchardt (RIEV 3, 1909, p. 246)k y M. Gómez-Moreno («Sobre los iberos y su lengua», Homenaje ofrecido a Menéndez Pidal, Madrid 1925,
Q46310-41E75A4E-65E2-4B14-BEE8-75E8E4494CD8	Góngora L.	Góngora irakurtzea bezalaxe zen hasieran, hieroglifiko edo hitz-nahastuei antzematen ari denaren jolasa.
Q47181-B80EEC3E-4840-40D6-B9A8-B4DA85DB389D	Oihenart A.	Así, por ejemplo, en Oihenart (Prov.
Q47196-BB194059-EEAC-4DA3-B533-EA51A14BC557	Oleaga N.	Nazario Oleaga jaunaren etxean ikusi nuen kuaderno hori eta Bruselan argitaratua dela uste dut.
Q47191-E58B2CDD-FE10-4CF7-B11F-DB68D2813740	Olasagasti J.	Eta, esan beharrik ez, Olasagasti zena, erretratugile handia, guziok dakigunez.
Q47220-26F93483-AC59-42CE-AB76-C1060CD520E6	Ortega y Gasset J.	Para citar un nombre ilustre, don José Ortega y Gasset no parece haber tenido mayores reparos para estampar esta rotunda sentencia: «Ser vasco es, sin más, una renuncia nativa a la expresión verbal.
Q47220-26F93483-AC59-42CE-AB76-C1060CD520E6	Ortega y Gasset J.	1 Cuando uno —dejando a un lado cualquier susceptibilidad— se pone a pensar en los fundamentos de esta condenación inapelable y cae en la cuenta de que el señor Ortega y Gasset, usando su propia expresión, apenas sabía que en vascuence bai significa «sí» y ez quiere decir «no», no se puede menos de sentir un compasivo asombro al ver la facilidad con que nos vemos arrastrados a hacer afirmaciones categóricas en terrenos que caen por completo fuera de nuestra competencia.
Q47221-68AF3859-6C06-4E9A-B919-E8BA39D85ACF	Ortiz A.	Ezagutu ditut euskaraz ederki baino ederkiago zekitenak: D. Aurelio Ortiz eta D. Amalio de Arri, santandertarrak biak.
Q47254-E7E8815D-8E3B-4CC6-AFB1-3D19395D4805	Papini G.	Hona zenbait, nabarmenenez ezer esan gabe: Donostia, juduak, Hegoaldeko amerikanoak, hiztun ederrak, Goethe, Papini, hamalaudunak, arte berria eta erabat 1930etik hona gutxienez egin diren gauzarik gehienak.
Q47259-C380CD0F-F105-463C-AAA9-5E14500364F5	Pascal B.	Sobre el clima espiritual en que nació y sobre la vida y obras de su autor —traductor también de Pascal al euskera, lo que no es tan conocido— hallará quien lo desee abundantes precisiones en el excelente trabajo de don J. M.
Q47259-CB32375E-B31A-44BB-B59C-0684C4AD8EDF	Pascal B.	Pascal ezagun zuen, maite ere bai, beronen Gogoetak itzuli zituenean.
Q47267-78CB6516-E4E1-448A-AFDE-24D6DDE298DD	Pedersen H.	 Pedersen (Vergleichende Grammatik der keltischen Sprachen, Göttingen 1909-1913, I, p. 117) no señala como representante céltico más que el muy dudoso airl.
Q47289-625270A9-BF5B-4B2A-8EE6-F9F87F174D05	Pérez de Urbel J.	Justo Pérez de Urbel, Sancho el Mayor de Navarra, Madrid 1950, p. 351: «Podemos decir, en definitiva, que este documento, si en él hay algo aprovechable, no puede ser anterior a 1028».
Q47313-60A07C5B-9970-48CF-83B4-E795550A71E7	Piel J. M.	y este sistema de denominar los predios es ya corriente en los documentos más antiguos del NO. de la Península, como indica J. M. Piel (Nomes de possessores latino-cristãos na toponimia asturo-galego-portuguesa, Coimbra 1948, p. 10) y así Lepuzain en Nav.
Q47328-790BF59A-F9BC-4992-8711-F1D046C84EDB	Pla J.	Zerk irakurrarazi digu, bada, Barojak behin eta berriro, hitz gutxi gorabehera, marmarrean eman digun berriketa? Hauxe da José Plak esaten duena: «Barojaren nobelak behar bezala kimatuz gero, diren direnean agertzen zaizkigu: lurralde, gizairudi eta giroen andana luzeak.
Q47335-1F941628-FC3E-4F0C-B0FF-936533CA0F5F	Plinio el Viejo	Plinio (NH, IV, 110) cita a Olarso en su descripción de la costa norte a partir de los Pirineos, a continuación del bosque de los vascones y antes de los oppida várdulos.
Q47335-1F941628-FC3E-4F0C-B0FF-936533CA0F5F	Plinio el Viejo	5 La forma genuina del nombre parece haber sido Oiarson-, de que procedería el Olarson- de Plinio por una confusión gráfica fácil de explicar.
Q47335-ED69FD54-2DA8-456A-AD25-61AB9E7E93DB	Plinio el Viejo	también Sibuzates o Sibulates en César, BG, III, 28, Sybillates en Plinio), que está aislado.
Q47358-1E4F5CB6-E5AE-4741-BBDB-B845430578FB	Pouvreau S.	S. Pouvreau escribe «Laçuna, sorte de poisson» y, aunque confunde frecuentemente s y z, su testimonio coincide con el de los refranes vizcaínos de 1596, núm.
Q47358-1E4F5CB6-E5AE-4741-BBDB-B845430578FB	Pouvreau S.	Para S. Pouvreau laya es «branche de vigne».
Q47375-3EBF7D8A-FFF6-42BE-B049-E7002F33ACD1	Ptolomeo	El nombre actual de la villa alavesa continúa, sin duda, el Gevbala que Ptolomeo (II, 6, 65) sitúa entre los várdulos.
Q47375-3EBF7D8A-FFF6-42BE-B049-E7002F33ACD1	Ptolomeo	El topónimo tiene una importancia adicional porque en Gabavlaika, situada también en los várdulos por Ptolomeo (loc.
Q47375-6FEFE5A2-5B3F-4447-8CC0-6290C8D51E12	Ptolomeo	3 En Ptolomeo (II, 6, 10) figuran, con su situación, en la costa de los vascones, la ciudad de Oiasso y el promontorio del mismo nombre (Ouaskóno·n: Oiassó·pólis, Oiassó. ákron Puré·ne·s).
Q47400-E5D7DA68-8996-48CF-8FA6-442E7DE6B730	Raymond P.	Para el departamento francés de los Bajos Pirineos, Paul Raymond, Dictionnaire topographique du département des Basses-Pyrénées (París 1863).
Q47402-646EBBD4-27FA-4180-B357-4010370D4727	Reca L.	—De hallazgos de objetos diversos en el término de Escoriaza, de época al parecer anterior a la que aquí estudiamos, dio cuenta Lorenzo Reca, «El yacimiento de Aitzorrotz», en Boletín de la Sociedad Española de Arqueología, Etnografía y Prehistoria, 5 (1926), 255-282. No quiero terminar sin expresar mi agradecimiento a D. Benjamín Álvarez, ayudante facultativo de minas, cuyo inteligente interés nos ha sido de tanta utilidad en nuestras visitas a Arditurri y cuya colaboración ha hecho posible obtener la fotografía que acompaña a este artículo.
Q47406-378E0E5B-270C-493A-8205-B53B58ABD73F	Refranes y Sentencias	ediciones comentadas de los Refranes y Sentencias de 1596 y de los de Garibay—, sus publicaciones de textos inéditos, como las obras completas del Dr.
Q47406-49152762-D907-48A7-BD35-26346F3DB436	Refranes y Sentencias	La observación de D. Julio de Urquijo de que gudu es voz arcaica no es evidentemente pertinente en este contexto: aunque no figure ni en Dechepare —acaso por casualidad— ni en el vocabulario de Landuchio, la coincidencia de Leiçarraga y de los Refranes vizcaínos en el siglo XVI es suficiente, aunque faltaran otras pruebas que por el contrario abundan, para pensar que en otro tiempo pudo ser completamente popular, como lo prueba el gran número de derivados, y común a todo el país.
Q47406-E32EFEAF-409D-40EA-8981-4E17D2AA69A0	Refranes y Sentencias	Aramayo: Refranes de 1596: Aramayo dabenac ezlemayo «A Aramayona quie ̃ la tiene nola daria».
Q47407-B9077CA5-99E8-4E61-96F1-5550771597D7	Regoyos D.	Ez du Zuloagak Artetaren eiterik, ezta Regoyosek ere, euskalduntzat jo izan dutenez gero, Montes Iturriotzenik.
Q47407-B9077CA5-99E8-4E61-96F1-5550771597D7	Regoyos D.	—Zer deritzozu Regoyosi?
Q46993-BFFC431E-01A3-47F3-A90E-5467082B5EB5	Martínez de Zaldibia J.	El bachiller Juan Martínez de Zaldibia, natural de Tolosa, que murió en 1575, escribía: «.
Q46995-EFE7DED3-1D36-42FD-AD13-37C7768B1A35	Martorell J.	Hainbeste izen dira! Martorellen Tirant lo Blanch, Ausias March, oraingoetan Joan Fuster.
Q46997-9972116A-049C-4A4A-B082-8532DA02358A	Mas E.	Expreso mi gratitud a mis buenos amigos y compañeros de trabajo Manuel Agud, Juan José Beloqui y Emilio Mas, que pusieron a mi disposición el resultado de la labor común.
Q46998-88AC423E-6294-4A24-9C25-E8EF902134ED	Masina G.	Esan beharra da, horratik, pertsonak arruntak eta dohain berezirik gabeak badira, ez direla horrelakoak antzezlariak: Anthony Quinn, Richard Basehart eta guztien gain Giulietta Masina.
Q47021-789F5721-E775-45DE-B681-CE06A3E2F444	Meckelein R.	d’après Meckelein (p. 131), doit se lire tciera.
Q47023-316F306E-6573-416F-9519-3DF362952DB1	Meillet A.	Ya en latín cumulus llegó a ser sinónimo de aceruus «montón», Ernout-Meillet, DELL s.
Q47028-8E16D2DC-B366-45C3-823B-C16F6A5FDE86	Menaya C.	Véase René Cuzacq, Études basques, Saint-Sever 1936, p. 17. 12 Agradezco aquí a don Carlos Menaya, don José de Aguerre, don Manuel de Lecuona y a la señorita Victoria Echeberría los datos que me han facilitado.
Q47030-4461B2C6-1573-4E8B-BB3B-DFC05B30435D	Mendiburu S.	—Komeni ote da gaurko euskaltzaleek idazle zaharrak —Axular edo, eta gure artean Mendiburu, Agirre, Lardizabal eta antzekoakirakurtzea? —Idazle horietan gauza on asko ikasi daitezke.
Q47038-531658FB-6B19-4D52-8D7B-2252EA4C0963	Menéndez Pidal R.	En un artículo de la Revista de filología española 35 (1951), 1-7,2 a D. Ramón Menéndez Pidal propuso la simple explicación Eita (Aita) Martin, que al mismo tiempo daba cuenta de Chavida, cuyo segundo elemento es un antropónimo frecuente en la Edad Media, de Chagarcía y de Chaherrero.
Q47038-531658FB-6B19-4D52-8D7B-2252EA4C0963	Menéndez Pidal R.	5 R. Menéndez Pidal, Orígenes del español, Madrid 19503, p. 209, n. 4. 6 Op.
Q47038-65C6D54D-4969-4498-BAE8-CABC3FEE8713	Menéndez Pidal R.	Las observaciones de Azkueh6y Menéndez Pidali (pp. 379381) de que «hay todavía» vascos que tienden a pronunciarla como p suponen algo que no está demostrado, a saber: que esa pronunciación era mucho más general en otros tiempos.
Q47038-9DCEF5E7-53B3-4680-A0D4-7415EFC36DD3	Menéndez Pidal R.	En la reja de San Millán presenta la forma -zaha, hecho ya señalado por Menéndez Pidal.
Q47038-B3A5D1A2-D103-499E-B1E9-1FC3B8765A46	Menéndez Pidal R.	R. Menéndez Pidal, Orígenes del español, Madrid 19503. Top.
Q47038-B3A5D1A2-D103-499E-B1E9-1FC3B8765A46	Menéndez Pidal R.	R. Menéndez Pidal, Toponimia prerrománica hispana, Madrid 1952.
Q47045-3469554E-C9D1-4A8F-9910-EBCE3B2B682C	Merino Urrutia J. J. B.	(J. L. Merino Urrutia, El vascuence en el valle
Q47052-1CE10A98-AED1-403C-B2D7-BF675CAFCBCC	Meyer-Lübke W.	*muclu (v. nota 11) la tuvo ya Schuchardt, ZRPh 36 (1912), p. 36,b2seguido por Meyer-Lübke, RIEV 14 (1923), p. 474.
Q47052-1CE15B7C-F251-413E-919D-A2AF68484AEB	Meyer-Lübke W.	b Meyer-Lübke (REW núm.
Q47052-99238439-90FA-4778-AAD0-BE890ED363A4	Meyer-Lübke W.	3) La interpretación más aproximada de los hechos vascos es la de Meyer-Lübke en su artículo publicado en la RIEV.
Q47052-99238439-90FA-4778-AAD0-BE890ED363A4	Meyer-Lübke W.	4) No sé qué razones tenía Meyer-Lübke para pensar que en aquit.
Q47052-CDAF301B-3567-46BB-8F59-89CFDA1191DD	Meyer-Lübke W.	< Cataracta (Meyer-Lübke, Introducción a la lingüística ro
Q47052-EE3E529B-CB39-496E-A537-3352FD024681	Meyer-Lübke W.	Correspondiente de la Real Academia de la Historia, académico fundador de la Academia de la Lengua Vasca, doctor honoris causa por la Universidad de Bonn, refrendado por W. Meyer-Lübke, académico de número de la Real Academia de la Lengua Española, dos veces diputado a Cortes, había sido honrado últimamente con la Gran Cruz de Alfonso el Sabio.
Q47056-3513E407-A6F1-40F6-A462-D18F9A47A92A	Michelena L. (‘Adiskide berri’ ‘Eleizalde’ ‘Mikelazuloko belea’)	Michelena acerca de sintaxis vasca», 14-18.
Q47056-E4FBC86E-5BF7-43F3-B068-84D4F2519598	Michelena L. (‘Adiskide berri’ ‘Eleizalde’ ‘Mikelazuloko belea’)	h L. Michelena, «Voces vascas.
Q47057-669E5B31-7CF4-4AEB-B917-D7B3A3C18275	Micoleta R.	chico? Los testimonios más antiguos que conozco son pirrichicuac «hongo de prado» en Landuchio y barrachicoa en Micoleta.
Q47057-DC30C12B-2965-4144-B827-E3CF8C3B7D20	Micoleta R.	Recuerdo que para Micoleta «subida» es ygayerea.
Q47067-324C1C67-4962-4CF7-8EF1-1F5280FB3AA8	Mirande J.	Ez ote du lelo luze honek nolabait ere gaizkileaganako joera ixila edo gaizkilearen egintza azkarrek sortutako halako harrimen ezkutua salatzen? Gaurko Estatua —Miranderen ugazama— omen da, euskal deitura izan arren euskaldunak oso gogoko ez gaituen idazle batek dioenez, gaurko gizonaren etsairik porrokatuena.
Q47067-A2520B41-E3E4-410D-8383-F5BF39C0BDC3	Mirande J.	Galesezko hitz eta esaldiak, egileak berak itzuliak ez daudenean, Jon Mirande adiskideari eskerrak euskaratu dira, neronek ez baitakit tutik ere galesez.
Q47077-14120EBF-6AC3-49FE-AF18-162C9FD45E31	Moguel y Urquiza J. A	guterrien, Homenaje a don Julio de Urquijo e Ybarra, San Sebastián 1949, I, pp. 351-360,c que aparece por cierto en el vocabulario que sigue al Peru Abarca de Moguel: «Gutarria.
Q47077-A52D575E-41FE-44AC-92DC-DC9FC3EC2477	Moguel y Urquiza J. A	Copio aquí por su interés lo que Añíbarro escribía a Moguel a fines del siglo XVIII después de leer el Peru Abarca del último, y cuyo conocimiento debo a la amistad del P. Luis Villasante: «Cada vez achica Vmd.
Q47077-BCFC8867-4339-42D6-BDF1-852C05F9FEE1	Moguel y Urquiza J. A	Me refiero naturalmente a las tentativas iniciadas hacia 1800 por G. de Humboldt y J. Antonio Moguel para ilustrar la prehistoria, no sólo en la Península, sino también en buena parte del Sur y Occidente de Europa.
Q47077-BCFC8867-4339-42D6-BDF1-852C05F9FEE1	Moguel y Urquiza J. A	2 W. von Humboldt, Prüfung der Untersuchungen über die Urbewohner Hispaniens vermittelst der vaskischen Sprache, Berlín 1821. J. A. Moguel, La Historia y Geografía de España ilustradas por el idioma vascuence, Bermeo 1936. A pesar de lo tardío de la publicación de esta última obra, preparada por el Dr.
Q47081-AB621366-0244-4CDA-81C1-6EE6033B62FF	Molho M.	Es más: M. Molho ha señalado la existencia de unas líneas escritas en vascuence en un manuscrito de la Catedral de Pamplona, que ahora va a publicar D. J. Gifford.
Q47092-C19B7678-C154-4D27-8F6C-95F9CCF6B46A	Montes Iturrioz G.	Ez du Zuloagak Artetaren eiterik, ezta Regoyosek ere, euskalduntzat jo izan dutenez gero, Montes Iturriotzenik.
Q47099-BC5ED579-D48E-46EF-9B5F-2C0789C27258	Moret J.	Tuvieron defensores, generalmente interesados, Orio (Marca, que quería llevar al Urumea la frontera de las Galias), San Sebastián (Camino),4 Rentería (Gamón) y Fuenterrabía (Moret).
Q47115-B36A40E7-349F-4C23-8C10-8EA7175DC084	Mozart W. A.	Mozart bai, Wagner ez;
Q47117-8D1FD27F-70EC-44DB-9908-0BA8FA87EE80	Múgica S.	V. S. Múgica, «Los gascones en Guipúzcoa», Homenaje a Carmelo de Echegaray, San Sebastián 1928, pp. 1-29).
Q47157-84C8E1C1-A786-4DAC-A5D8-78F0025DEA91	Nietzsche Fr.	tik Nietzschek makurtu.
Q47165-A1771007-5E24-4395-8146-58729D8F48A1	Novak K.	Kim Novak lehen ikusia genuen, Pushoven-en (La casa número 322, hemen), baina kolore txuri-gorritan panpoxagoa dirudi.
Q47173-424BC20C-964F-4116-809C-B3051DED16F0	Ochoa de Arin J.	Debe tratarse de o(n)stu, oostu «hurtado, robado» (el guipuzcoano Ochoa de Arin escribe todavía ohostu a principios del siglo XVIII), que puede muy
Q47173-C870680B-0428-4907-AA3E-332806399B67	Ochoa de Arin J.	Esta práctica, que no sigue el guipuzcoano Ochoa de Arin a principios de ese siglo, puede muy bien ser una innovación reciente.
Q47173-C8832CC4-EDE2-4ED7-A876-FF7E507F2EFC	Ochoa de Arin J.	Porque deu aparece, no sólo en Landuchio, que no parece representar el habla de Guipúzcoa, sino también, por ejemplo, en la Doctrina christiana de Ochoa de Arin, publicada en 1713, o sea, anterior a Larramendi, y compuesta para uso de los niños de Villafranca de Oria, y en la poesía premiada en Pamplona en 1610, que representa más bien una variedad guipuzcoana que navarra.
Q47180-CADDBF4C-EA3E-4E7F-B9A9-10FDABD33B4C	O’Herlihy D.	Dan O’Herlihyk —lehen aldiz aditzen dut bere izena— prestutasun berezia eman dio jantzi duen pertsonari.
Q47181-22CBFC8F-44F3-4F25-8D6F-C46265998F57	Oihenart A.	Sus reimpresiones de textos antiguos, para los cuales no ahorró esfuerzo ni sacrificios —ediciones facsímile del Dechepare, del Gvero, de las obras de Oihenart;
Q47181-4A24B3EF-D05C-44AF-864A-94A627DA37B3	Oihenart A.	Oihenart, Prov.
Q47181-68FF0A89-5F1F-43A5-84DE-C8336BD88255	Oihenart A.	Eskerdunari mucurru izari, «A celuy qui est reconoissant, faut donner la mesure comble» Oihenart, Prov.
Q47422-D53CE754-C600-4B78-867E-28194338E9C9	Ricci S. de	En nombres de divinidades y personas de la Aquitania —me atengo a la lista de Seymour de Ricci, Revue celtique 24 (1903),771-84j— bes extraordinariamente frecuente, pero p- sólo aparece en tres nombres: Pelopsis gen.
Q47422-D53CE754-C600-4B78-867E-28194338E9C9	Ricci S. de	Seymour de Ricci sospecha, y no le falta motivo, que el primero y tercero pueden muy bien ser nombres de origen griego, como Rhe[a], el único caso de r-.
Q47422-DB6A7215-948B-499A-B9EB-04388BBE4F1B	Ricci S. de	De la lista de sesenta y cuatro nombres de divinidades aquitanas que da Seymour de Ricci («Notes d’onomastique pyrénéenne», Revue celtique 24, 1903, 71-83), de los cuales una buena parte no son más que variantes, sólo he encontrado tres de divinidades femeninas.
Q47424-6D92346A-A450-4364-AC26-74202A5AA369	Richards M.	Nork idukiko dio begiramenik, izan ere, bere buruari begiramenik ez dion herri bati? Arrazoi du noski Melville Richardsek galesaz ari dela: «Lotsa hobea diote Whitehallen2 Galesen baino».
Q47442-B44467BE-745D-468B-9783-11A603F2ACE0	Robson M.	Ba ote zekiten beste hainbeste harako Greziako zazpi jakintsu haiek? Mark Robsonek Luzearren sermoia dakar, zorrotzago eta haserreago esana.
Q47454-2ECE2860-0259-40E8-A9F2-4D3172B2A068	Rohlfs G.	b3et Rohlfs (RIEV 24, 1933, p. 344)c avaient pensé à rom.
Q47454-37A35026-AFFE-49A4-B118-31A595F152E2	Rohlfs G.	(G. Rohlfs, RIEV 24, 1933, p. 328),a2pues su terminación ha podido ser modificada con arreglo a modelos griegos y latinos.
