wd_lid,lemma,category,sense,definition
L73814,memoria,Q1084,L73814-S1,(Inform.) informazioa berreskuratu eta erabiltzeko moduan gordetzeko gai den ordenagailuaren atala
L73814,memoria,Q1084,L73814-S2,denbora jakin batean eginiko jardun bati buruzko azalpen idatzia
L224929,memorizatu,Q24905,L224929-S1,buruz ikasi
L72027,men,Q1084,L72027-S1,mendea
L226212,men egin,Q24905,L226212-S1,"pertsona batek emandako agindu, aholku eta abar bete"
L233887,menats,Q1084,L233887-S1,adatsa
L74067,menda,Q1084,L74067-S1,"(Bot.) zenbait landare belarkararen izen arrunta. Iletsuak eta usain handikoak dira eta garrantzi handikoak lurringintzan, gozogintzan, edarigintzan eta farmazian"
L74067,menda,Q1084,L74067-S2,direlako landareez eginiko infusioa
L63451,mendabeltz,Q1084,L63451-S1,"(Bot.) labiatuen familiako landare belarkara, 90 cm-raino hazten den lore arrosa edo moreko menda dena (Mentha spicata)"
L72207,mendafin,Q1084,L72207-S1,(Bot.) mendarik preziatuena; arrunta da baratze eta lorategietan (Mentha x piperita)
L61457,mendate,Q1084,L61457-S1,mendiarteko igarobidea
L74222,mende,Q1084,L74222-S1,ehun urteko denbora-bitartea; bereziki une jakin bat (mendebaldeko gizartean Kristoren jaiotza) abiaburutzat hartuta osatzen dena
L74222,mende,Q1084,L74222-S2,"bizialdia, belaunaldia"
L74319,mendebal,Q1084,L74319-S1,mendebaldetik jotzen duen haizea
L74319,mendebal,Q1084,L74319-S2,mendebaldea
L262001,mendebaldar,Q34698,L262001-S1,mendebaldekoa; mendebalari dagokiona
L73742,mendebalde,Q1084,L73742-S1,"zeruertzean Eguzkia sartzen den aldea; erreferentzia-puntu jakin batekiko, alde horretan dagoen ingurua"
L73742,mendebalde,Q1084,L73742-S2,Europaz eta Europako herriek kolonizatutako herrialdeez osatutako Lurraren zatia
L293468,mendekari,Q7233569,L293468-S1,mendekatzeko joera duena
L293469,mendekati,Q7233569,L293469-S1,mendekaria
L223180,mendekatu,Q24905,L223180-S1,"norbaitengandik jaso den edo beste pertsona bati egin zaion kaltearen ordainetan, eragileari norberak kalte egin"
L293470,mendekatzaile,Q7233569,L293470-S1,mendekatzen duena
L269370,mendeko,Q12259986,L269370-S1,"mendean dagoena, azpikoa"
L62692,mendekotasun,Q1084,L62692-S1,mendekoa denaren nolakotasuna edo egoera
L62692,mendekotasun,Q1084,L62692-S2,"(Med.) substantzia edo produktu baten beharra edo horrekiko atxikimendua, berau hartzeari utzitakoan arazo fisiko eta psikikoak azalarazten dituena"
L62288,mendeku,Q1084,L62288-S1,"pertsona bati, hark egin duen kaltearen ordainetan egiten zaion kaltea"
L223686,mendeku hartu,Q24905,L223686-S1,mendekatu
L233888,mendel,Q1084,L233888-S1,"ehunaren, oihalaren ertza"
L233889,mendelismo,Q1084,L233889-S1,"(Biol.) herentziaren mekanismo orokorra azaltzen duen teoria, Mendelen 1865eko legeetan oinarrituta dagoena"
L293471,menderaezin,Q7233569,L293471-S1,ezin menderatuzkoa
L233890,menderagailu,Q1084,L233890-S1,"(Hizkl.) perpausen arteko menderakuntza-erlazioa adierazten duen elementua. Gehienak hizkiak dira, atzizkiak bereziki (bait-, ba-, -(e)n, -(e)la)"
L293472,menderakaitz,Q7233569,L293472-S1,"menderatzen zaila dena, inoren esanetara edo aginduetara nekez makurtzen dena"
L66782,menderakuntza,Q1084,L66782-S1,"(Hizkl.) perpaus elkartuetan, perpaus nagusia eta mendeko perpausaren artean (edota bi mendekoren artean, bata bestearen azpitik dagoelarik) sortzen den erlazio sintaktiko mota. Bien arteko lotura menderagailuen bidez gauzatzen da"
L222902,menderatu,Q24905,L222902-S1,"norbait edo zerbait norberaren mende edo agindupean jarri, haren gainean nagusigoa ezarri"
L293473,menderatzaile,Q7233569,L293473-S1,menderatzen duena; zerbait edo norbait bere mende duena
L74822,mendetasun,Q1084,L74822-S1,mendeko izatea aitortzen duenaren jokaera
L74822,mendetasun,Q1084,L74822-S2,mendekotasuna
L71766,mendeurren,Q1084,L71766-S1,zerbaiten ehungarren urteurrena
L71766,mendeurren,Q1084,L71766-S2,ehun urtetik ehun urtera ekintza bat edo norbait gogoratuz ospatzen den jaia edo omenaldia
L69299,mendi,Q1084,L69299-S1,"inguruko lurretatik nabarmenki goratzen den lur-zatia, bakarrik edo beste batzuekin multzoa osatuz dagoena"
L69299,mendi,Q1084,L69299-S2,mendialdea
L61493,mendialde,Q1084,L61493-S1,mendia dagoen edo mendiak dauden aldea; eskualde menditsua
L73622,mendiarte,Q1084,L73622-S1,mendi arteko lekua
L69723,mendigoizale,Q1084,L69723-S1,mendizalea
L74509,mendigune,Q1084,L74509-S1,"(Geol.) mendikatea ez bezala, luzetarako ardatz baten inguruan egituratuta ez dagoen mendi-sistema"
L73413,mendikate,Q1084,L73413-S1,"mendi-sistema konplexua, oro har luzetarako ardatz zuzen edo kurbatu baten inguruan hedatzen dena"
L233891,mendikume,Q1084,L233891-S1,muinoa
L62981,mendilerro,Q1084,L62981-S1,mendikatea baino txikiagoa edo mendikate baten zati izan ohi den gailur-segida
L293474,mendirakoi,Q7233569,L293474-S1,mendirako joera duena
L262017,menditar,Q34698,L262017-S1,mendialdekoa; mendian bizi dena
L293475,menditsu,Q7233569,L293475-S1,"tokiaz mintzatuz, mendi ugari dagoena"
L68350,mendixka,Q1084,L68350-S1,mendi txikia edo garaiera txikikoa
L293476,mendizale,Q7233569,L293476-S1,"mendira joatea gogoko duen pertsona; bereziki, mendi altuetara igotzen den kirolaria"
L63735,mendizaletasun,Q1084,L63735-S1,mendira joateko zaletasuna
L63735,mendizaletasun,Q1084,L63735-S2,"alpinismoa, mendi altuetara igotzean datzan kirola"
L223881,mendratu,Q24905,L223881-S1,gutxitu; ahuldu
L223881,mendratu,Q24905,L223881-S2,gutxietsi
L293477,mendre,Q7233569,L293477-S1,"txikia, baztergarria"
L293477,mendre,Q7233569,L293477-S2,ahula
L70772,mendrezka,Q1084,L70772-S1,atunaren sabelaren aurrealdea
L293478,meneko,Q7233569,L293478-S1,mendekoa
L223734,meneratu,Q24905,L223734-S1,menderatu
L63045,menestra,Q1084,L63045-S1,"egositako zenbait barazkiz eginiko jakia, eskuarki haragi- edota urdaiazpiko-zatitxoz nahasia"
L293479,mengel,Q7233569,L293479-S1,"ahula, makala; argala"
L225630,mengeldu,Q24905,L225630-S1,"ahuldu, makaldu"
L69885,menhir,Q1084,L69885-S1,iruinarria
L233892,menia,Q1084,L233892-S1,su-etena
L233893,meninge,Q1084,L233893-S1,(Anat.) entzefaloa eta orno-muina estaltzen dituzten hiru mintz zentrokideetako bakoitza
L71802,meningitis,Q1084,L71802-S1,(Med.) meningeen hantura
L69704,menisko,Q1084,L69704-S1,"(Anat.) hainbat giltzaduraren artean egon ohi den ilargierdi-formako kartilagoa, bereziki belaunekoa"
L69704,menisko,Q1084,L69704-S2,"(Fis.) azal ahur edo ganbila, hodi baten barnean dagoen likidoan gainazal-tentsioaren ondorioz gertatzen dena"
L69704,menisko,Q1084,L69704-S3,(Fis.) alde batetik ahurra eta bestetik ganbila den leiarra edo lentea
L61981,menopausia,Q1084,L61981-S1,emakumearen hilekoaren berezko desagertzea
L61981,menopausia,Q1084,L61981-S2,delako etena gertatzen den garaia
L69785,menpe,Q1084,L69785-S1,agindupea; eraginpea
L269387,menpeko,Q12259986,L269387-S1,"menpean dagoena, azpikoa"
L223018,menperatu,Q24905,L223018-S1,menderatu
L62019,menpetasun,Q1084,L62019-S1,mendekotasuna
L293480,menstrual,Q7233569,L293480-S1,menstruazioari dagokiona
L75605,menstruazio,Q1084,L75605-S1,"(Biol.) emakumeek eta tximino emeek periodikoki umetokitik askatzen den materia zelularra eta odola baginatik isurtzean datzan fenomeno fisiologikoa. Ernalketarik ez dagoenean gertatzen da, pubertarotik menopausiara bitarteko garaian"
L293481,mental,Q7233569,L293481-S1,funtzio intelektualei edo psikismoari dagokiona
L293481,mental,Q7233569,L293481-S2,"buruzkoa, espirituan edo kanpoaldera atera gabe egiten dena"
L74396,mentalitate,Q1084,L74396-S1,"pertsonez mintzatuz, pertsona edo kolektibitate baten bereizgarri den pentsatzeko, jokatzeko edota ingurukoak epaitzeko jarreren multzoa"
L224930,mentalizatu,Q24905,L224930-S1,pertsona nahiz kolektibitate bat arazo edo egoera jakin baten aurrean kontzientzia hartu edo harrarazi
L225308,mentatu,Q24905,L225308-S1,"landare baten sustrai, zurtoin edo enbor batean mentu bat txertatu, muskil dadin"
L225308,mentatu,Q24905,L225308-S2,"(Med.) helburu terapeutikoz, ehun bizidun bat edo beronen zati bat organismo berean edo beste batean txertatu"
L73689,ments,Q1084,L73689-S1,"hutsa, akatsa"
L73689,ments,Q1084,L73689-S2,(Ekon.) defizita
L73689,ments,Q1084,L73689-S3,"ergela, zozoa, adimen gutxikoa"
L225786,ments izan,Q24905,L225786-S1,"falta izan, eskas izan"
L233894,mentsula,Q1084,L233894-S1,(Arkit.) hormaren plano bertikaletik kanpora ateraz beste zerbaiten pisuari eusteko balio duen elementu oro
L73950,mentu,Q1084,L73950-S1,landare batean txertatzen den beste landare baten zatia
L73950,mentu,Q1084,L73950-S2,(Med.) gizaki edo animalia batengan organismo bereko edo beste bateko ehun edo organo bizidun baten zati bat txertatzean datzan ebakuntza kirurgikoa
L73950,mentu,Q1084,L73950-S3,(Med.) txertatzeko asmoz erauzitako ehun-zatia edo organo-zatia
L71330,mentura,Q1084,L71330-S1,"zoria, ustekabean edo arrazoi jakinik gabe gertatzen denaren alegiazko zergatia; ustekabeko gertakaria"
L223313,menturatu,Q24905,L223313-S1,"ausartu, arriskatu"
L269403,menturazko,Q12259986,L269403-S1,"ez ziurra, zalantzazkoa"
L75112,menu,Q1084,L75112-S1,jatetxeak bezeroei aukeran eskaintzen dizkien janarien multzoa; janari multzo hori agertzen duen zerrenda
L75112,menu,Q1084,L75112-S2,"prezio finkoa duen janari-multzoa, karta-koari kontrajarria"
L75112,menu,Q1084,L75112-S3,(Inform.) aplikazio batean erabiltzaileari une jakin batean hauta ditzakeen aukerak erakutsi eta haietako bat hautatzeko aukera ematen dion zerrenda
L61087,merenge,Q1084,L61087-S1,arrautza-zuringo irabiatuei azukrea erantsi eta labean egosiz eginiko postrea
L61087,merenge,Q1084,L61087-S2,"Errepublika Dominikarreko dantza, konpas bitarrekoa, eta tempo bizia duena. XIX. mendean garatu zen, batez ere jatorri afrikarreko erritmoetatik abiatuta"
L74069,merezi,Q1084,L74069-S1,merezimendua
L225696,merezi izan,Q24905,L225696-S1,"norbait, egin duenagatik edo bere jokabide edo izaeragatik, zigorra jasotzeko gai edo saria irabazteko duin izan"
L225696,merezi izan,Q24905,L225696-S2,"gauzez mintzatuz, estimazio edo merezimendua jasotzeko ezaugarri egokia ukan"
L225696,merezi izan,Q24905,L225696-S3,"ekintzez mintzatuz, ondorio ona edo onura dakarrelako, egitea hobe izan"
L262030,merezidun,Q34698,L262030-S1,"merituduna, merezimenduzkoa"
L61543,merezimendu,Q1084,L61543-S1,"norbait estimazioa, saria, onespena jasotzeko duin egiten duen nolakotasun edo ekintza"
L224083,merezitu,Q24905,L224083-S1,merezi izan
L293482,mergatz,Q7233569,L293482-S1,"zakarra, garratza"
L70633,meridiano,Q1084,L70633-S1,Lurraren polo batetik bestera doan 180 graduko zirkunferentzi arkuetako bakoitza
L70633,meridiano,Q1084,L70633-S2,(Astron.) behatzailearen zenitetik eta zeru-poloetatik igarotzen den zeru-esferako zirkulua
L63242,merienda,Q1084,L63242-S1,"askaria, arratsaldeko otordua"
L70673,meritu,Q1084,L70673-S1,"norbait edo zerbait estimazioa, saria, onespena jasotzeko duin egiten duen nolakotasun edo ekintza"
L233895,merkatalgo,Q1084,L233895-S1,merkataritza
L74209,merkatari,Q1084,L74209-S1,saleroslea
L74970,merkataritza,Q1084,L74970-S1,"merkatariaren lanbidea; salerosketa, ondasunak edo salgaiak erosiz, trukatuz edo salduz irabazia lortzeko jarduna"
L75870,merkatu,Q1084,L75870-S1,"erosteko eta saltzeko toki jakin eta ageri batean (edota estalian), eta batez ere egun jakin batzuetan, gertatzen den jende-bilera"
L75870,merkatu,Q1084,L75870-S2,"salerosketa horiek egiten diren tokia bera, agerikoa edo estalia"
L75870,merkatu,Q1084,L75870-S3,produktu jakin baten salerosketa-jarduera
L223277,merkaturatu,Q24905,L223277-S1,produktu bat merkatura atera
L72406,merkealdi,Q1084,L72406-S1,prezioen beheraldia; bereziki dendetan aldizka egiten dena
L71857,merkurio,Q1084,L71857-S1,"(Kim.) zenbaki atomikoa 80 duen elementu kimikoa (Hg). Metal zuria, distiratsua eta giro-tenperaturan likidoa"
L70585,merlenka,Q1084,L70585-S1,800-1.500 g bitarteko legatza
L73343,mero,Q1084,L73343-S1,"(Zool.) alboetatik zapaldutako gorputza, bizkar-hegats luzea eta goikoa baino luzeagoa den beheko baraila duten itsas arrainen izen arrunta. Jangarriak dira eta antz handiko bi espezie daude: mero zuria (Epinephelus guaza) eta mero beltza (Polyprion americanus)"
L70155,mertxika,Q1084,L70155-S1,"(Bot.) mertxikondoaren fruitu jangarria, azal leun eta gorri, hori edo morea, kolore bereko mamia eta hezur gogorrez inguratutako hazia duena"
L70155,mertxika,Q1084,L70155-S2,(Bot.) mertxikondoa
L74702,mertxikondo,Q1084,L74702-S1,"(Bot.) tamaina txikiko fruta-arbola eta azal gorrixkako enbor zimurra, lantza-formako hosto leunak eta lore zuri edo arrosak dituena. Fruitua mertxika da (Prunus persica)"
L293483,mertzenario,Q7233569,L293483-S1,"armada atzerritar baten zerbitzura, soldata baten truke, dagoen soldadua"
L293483,mertzenario,Q7233569,L293483-S2,soldata baten truke edozein lan-mota egiten duen pertsona
L69508,mertzeria,Q1084,L69508-S1,"joskintzarako gai edo tresnak, hala nola jostorratzak, botoiak eta abar saltzen diren denda"
L62072,mesede,Q1084,L62072-S1,norbaiten edo zerbaiten aldeko ekintza onuragarria
L226205,mesede egin,Q24905,L226205-S1,"on egin, onuragarri den zerbait egin"
L293484,mesedegarri,Q7233569,L293484-S1,"onuragarria, lagungarria"
L293485,mesedegile,Q7233569,L293485-S1,mesede egiten duena
L70237,meseta,Q1084,L70237-S1,"(Geol.) altitude handi samarrean dagoen lautada; bereziki, Iberiar penintsulako erdialde guztia hartzen duen goi-lautada"
L74138,mesfidantza,Q1084,L74138-S1,uste on edo fidantzarik eza
L293486,mesfidati,Q7233569,L293486-S1,"mesfidantza duena, nekez fidatzen dena"
L223882,mesfidatu,Q24905,L223882-S1,norbaitengan edo zerbaitetan uste onik edo fidantzarik ez izan
L233896,mesianismo,Q1084,L233896-S1,"(Erl.) Itun Zaharrean, Israel herria atzerritarren mendetik ateratzera eta erreinu berri bikain bat eraikitzera mesias edo salbatzailea etorriko delako sinestea. Judaismo ortodoxoa esperantza horri atxikirik bizi da oraindik"
L233896,mesianismo,Q1084,L233896-S2,gizakien artera mesias salbatzaile bat etorriko delako ustea duen edozein mugimendu edo jokabide
L233896,mesianismo,Q1084,L233896-S3,arazo sozialak pertsona bakar baten bitartez konpon daitezkeelako ustea
L233897,mesias,Q1084,L233897-S1,"(Erl.) judaismoan, profetek israeldarrei iragarri zien salbatzailea, Israelgo erreinua berreraikiko zuena"
L233897,mesias,Q1084,L233897-S2,"(Erl.) kristauentzat, Jesu Kristo"
L72196,meskita,Q1084,L72196-S1,musulmanak otoitz egiteko eta sermoia entzuteko biltzen diren eraikina
L233898,mesolito,Q1084,L233898-S1,"historiaurreko aroa, Paleolitoaren eta Neolitoaren artekoa"
L233899,mesosfera,Q1084,L233899-S1,estratosfera eta termosferaren arteko atmosfera-geruza
L233900,mesozoiko,Q1084,L233900-S1,"(Geol.) Zenozoikoaren eta Paleozoikoaren arteko era geologikoa, 180 bat milioi urte iraun zuena"
L294751,mesozoiko,Q7233569,L294751-S1,(Geol.) era horretakoa edo horri dagokiona
L223280,mespretxatu,Q24905,L223280-S1,"norbait nahiz zerbait balio txikikotzat joz gaitzetsi, gutxietsi"
L293495,mespretxatzaile,Q7233569,L293495-S1,mespretxatzen duena
L70289,mespretxu,Q1084,L70289-S1,"norbaitenganako edo zerbaitekiko gutxiespenezko jarrera edo sentimendua; hori adierazteko keinu, esaldi edo ekintza"
L233901,mestizaje,Q1084,L233901-S1,arraza-gurutzaketa
L293498,mestizo,Q7233569,L293498-S1,"arraza desberdineko aita eta amarengandik jaiotakoa; pertsonez mintzatuz, bereziki, guraso indiar eta zurietatik jaiotakoa"
L233902,meta,Q1084,L233902-S1,"lurrean gauzak elkarren gainean jarriz egiten den pila; besterik adierazten ez bada, haga baten inguruan biltzen den belar- edo garo-pila"
L61172,metabolismo,Q1084,L61172-S1,(Biol.) organismo bizidunetan gertatzen den erreakzio kimikoen multzoa
L71537,metafisika,Q1084,L71537-S1,"(Fil.) izatearen beraren funtsaz, errealitatearen eta ezagutzaren lehen oinarriez diharduen filosofiaren atala"
L233903,metafisikari,Q1084,L233903-S1,metafisikan diharduen pertsona
L293513,metafisiko,Q7233569,L293513-S1,metafisikari dagokiona
L293513,metafisiko,Q7233569,L293513-S2,abstraktua eta ulergaitza dena
L61151,metafora,Q1084,L61151-S1,"(Hizkl./Lit.) hizkuntza-elementu baten berezko adiera irudizko adiera batera igaroaraztean datzan figura, analogian oinarritua"
L293517,metaforiko,Q7233569,L293517-S1,metaforari dagokiona
L74718,metagailu,Q1084,L74718-S1,edozein motatako energia metatzeko balio duen aparatua
L233904,metahizkuntza,Q1084,L233904-S1,hizkuntza bat deskribatzeko erabiltzen den hizkuntza espezializatua
L233905,metakarpo,Q1084,L233905-S1,"(Anat.) karpoaren eta eskuko hatzen arteko hezur-multzoa, bost hezurrez osatua"
L71323,metaketa,Q1084,L71323-S1,metatzea (ekintza eta ondorioa)
L69578,metal,Q1084,L69578-S1,"(Kim.) zenbait elementu kimikoren izen generikoa, beroaren eta elektrizitatearen eroale onak direnak. Distira berezia izaten dute"
L69578,metal,Q1084,L69578-S2,elementu horietaz edo horien aleazioez osaturiko eta metal-itxura duen materiala
L269419,metalezko,Q12259986,L269419-S1,metalikoa
L293518,metaliko,Q7233569,L293518-S1,metalari dagokiona; metalez osatua
L293518,metaliko,Q7233569,L293518-S2,"metal-itxura duena; gogortasuna, soinua, distira eta bestelako propietateak dituelako, metala gogorarazten duena"
L74777,metalurgia,Q1084,L74777-S1,"metalak beren meetatik atera, findu eta erabiltzeko prestatzeaz eta metalen egitura eta propietateak aztertzeaz arduratzen den zientzia eta teknologia; metalen industria"
L233906,metalurgialari,Q1084,L233906-S1,metalurgian diharduen pertsona
L293519,metalurgiko,Q7233569,L293519-S1,metalurgiari dagokiona
L71869,metamorfosi,Q1084,L71869-S1,"(Biol.) zenbait animaliaren (intsektu, anfibio eta abarren) garapenean enbrioi- eta heldutasun-faseen artean gertatzen den formaren eta egituraren aldaketa"
L71869,metamorfosi,Q1084,L71869-S2,pertsona edo gauza baten izaeran edo egoeran aldaketa nabaria gertatzea
L72586,metano,Q1084,L72586-S1,"(Kim.) hidrokarburo kolorgea, usainik gabea eta errekorra, airea baino arinagoa (CH4). Materia organikoaren deskonposizioz sortzen da eta gas naturalaren osagai nagusia da"
L233907,metanol,Q1084,L233907-S1,(Kim.) metanoaren deribatua den alkohola. Likido kolorge eta toxikoa da
L233908,metatartso,Q1084,L233908-S1,"(Anat.) tartso eta behatzen arteko oin-atala, bost hezur paraleloz osatua"
L223128,metatu,Q24905,L223128-S1,"metan jarri, pilatu"
L223128,metatu,Q24905,L223128-S2,"zerbait, gerora erabiltzeko asmoz, gorde"
L293520,metatzaile,Q7233569,L293520-S1,metatzen duena
L293521,metazoo,Q7233569,L293521-S1,(Zool.) arrunki animalia deritzen izaki bizidunez esaten da. Beren zelulak espezializatuta daude eta ehunak osatzen dituzte
L73614,meteorito,Q1084,L73614-S1,lurrazalera iristen den espazioko edozein gorputz solidoren zatia
L233909,meteorizazio,Q1084,L233909-S1,(Geol.) arrokek agente mekaniko eta fisiko-kimikoen eraginez izaten duten aldaketa-multzoa. Denudazioaren lehen fasea da
L74695,meteoro,Q1084,L74695-S1,(Meteorol.) atmosferan edo lurrazalaren gainean behaturiko fenomenoa (hodeia izan ezik)
L72329,meteorologia,Q1084,L72329-S1,atmosferako fenomenoak aztertzeaz eta eguraldia iragartzeaz arduratzen den zientzia
L293522,meteorologiko,Q7233569,L293522-S1,meteorologiari edota meteoroei dagokiena
L233910,meteorologo,Q1084,L233910-S1,meteorologian aditua edota horretan diharduen pertsona
L293523,metodiko,Q7233569,L293523-S1,metodo baten arabera egina
L293523,metodiko,Q7233569,L293523-S2,"pertsonez mintzatuz, bere lanean eta, oro har, bere bizitzan ordenaz aritzen dena"
L69798,metodismo,Q1084,L69798-S1,"(Erl.) eliza anglikanoaren barneko erreforma-mugimendua, XVIII. mendean sortua"
L69787,metodo,Q1084,L69787-S1,"emaitza edo helburu jakin batera heltzeko prozedura-, urrats- edo teknika-multzoa"
L69787,metodo,Q1084,L69787-S2,zerbait ikasi edo zerbaitetan trebatzeko irizpide batzuen arabera antolaturiko plana; delako plana gauzatzen duen ikasmateriala
L61093,metodologia,Q1084,L61093-S1,"zientzia, arte edota diziplina batek erabiltzen dituen metodo, prozedura, arau eta postulatuen multzoa"
L61093,metodologia,Q1084,L61093-S2,"zerbait egitean edo arazo bat ebaztean erabiltzen diren prozedura, teknika edo saiakuntzak; prozedura jakin bat edo prozeduren multzoa"
L61093,metodologia,Q1084,L61093-S3,metodoak aztertzeaz arduratzen den zientzia
L233911,metonimia,Q1084,L233911-S1,"(Hizkl./Lit.) zerbait bere izenaz aipatu beharrean, harekin nolabaiteko zerikusia duen beste batez izendatzean datzan fenomenoa"
L69575,metraila,Q1084,L69575-S1,"garai batean, artilleria-piezak kargatzeko munizio txikia; gaur egun, zenbait lehergailu kargatzekoa"
L69575,metraila,Q1084,L69575-S2,lehergailuak eztanda egin ondorengo zatia
L71588,metrailadore,Q1084,L71588-S1,oso azkar tiro egiten duen arma automatikoa
L224181,metrailatu,Q24905,L224181-S1,metraila jaurti
L224181,metrailatu,Q24905,L224181-S2,metrailadorez tiro egin
L62391,metraileta,Q1084,L62391-S1,banako zenbait su-arma automatiko arin eta eramangarriren izen arrunta
L74065,metraje,Q1084,L74065-S1,(Zin.) film baten luzera
L70992,metrika,Q1084,L70992-S1,"bertso-lerroen egitura, erritmo eta konbinazioez diharduen artea"
L293524,metriko,Q7233569,L293524-S1,metroari dagokiona; neurriei edo distantziei dagokiena
L293524,metriko,Q7233569,L293524-S2,metrikari dagokiona
L73547,metro,Q1084,L73547-S1,SI sistemako luzera-unitatea (m)
L73547,metro,Q1084,L73547-S2,delako luzera duen neurketa-tresna
L233912,metronomo,Q1084,L233912-S1,"(Mus.) tempoa zehatz markatzeko erabiltzen den tresna mekaniko edo elektronikoa. Pultsazio erregularra ematen du, nahi den abiaduran"
L233913,metropoli,Q1084,L233913-S1,"hiri nagusia, kanpoan bere mende dituen lurraldeekiko"
L233913,metropoli,Q1084,L233913-S2,"probintzia, eskualde edo estatu bateko hiri nagusia"
L62267,metxa,Q1084,L62267-S1,"mukia, kandeletan edo antzekoetan argi egiteko ezartzen den hari erregaia"
L62267,metxa,Q1084,L62267-S2,lehergailuei su eman eta leherrarazteko haria
L62267,metxa,Q1084,L62267-S3,pizgailuek edukitzen zuten erraz su hartzen duen gaiaz eginiko soka
L71894,metxero,Q1084,L71894-S1,pizgailua
L69581,meza,Q1084,L69581-S1,"erlijio katolikoan, ogiaren eta ardoaren bidez Jesu Kristoren heriotza ospatzen den elizkizuna"
L69581,meza,Q1084,L69581-S2,(Mus.) mezako zenbait zatitako hitzen gainean moldatzen den musika-lana
L73269,mezenas,Q1084,L73269-S1,idazleei eta artistei laguntzen dien pertsona aberats eta eskuzabala
L233914,mezenasgo,Q1084,L233914-S1,artista nahiz idazle bati erakunde zein pertsona batek ematen dion babesa
L71595,mezerdi,Q1084,L71595-S1,"(Erl.) mezaren erdiko zatia, apaizak ogia eta ardoa Jesu Kristoren gorputz eta odol bihurtzen dituen unea"
L74042,mezu,Q1084,L74042-S1,"pertsona batek beste bati, ahoz nahiz izkribuz bidaltzen dion ohar, berri edo adierazpena"
L74042,mezu,Q1084,L74042-S2,"pertsona, lan edo doktrina baten ekarpen moral, erlijioso nahiz intelektuala"
L74042,mezu,Q1084,L74042-S3,(Inform.) sistema eragileak erabiltzaileari zerbaitez ohartarazteko ematen dion informazioa
L293525,mezulari,Q7233569,L293525-S1,mezua daramana
L233915,mezularitza,Q1084,L233915-S1,"paketeak eta posta garraiatzeko sistema, garraio-sistema arrunta baino azkarragoa eta garestiagoa dena"
L233916,mezutegi,Q1084,L233916-S1,"(Hist.) Zuberoan, XIX. mendera bitarteko administrazio-barrutia"
L233917,mi,Q1084,L233917-S1,(Mus.) do eskalako hirugarren nota edo gradua
L62234,miaketa,Q1084,L62234-S1,miatzea (ekintza eta ondorioa)
L222970,miatu,Q24905,L222970-S1,"zerbait nahiz norbait, bertan zer dagoen edota nola dagoen jakiteko asmoz, sakonki aztertu"
L222970,miatu,Q24905,L222970-S2,(Med.) organismoaren zati bat edo zauri bat tresna berezien laguntzaz aztertu
L71663,miatzaile,Q1084,L71663-S1,miatzen duena
L294752,miau,Q7233569,L294752-S1,"eske ibiltzen dena, eskatzen duena"
L63534,miau,Q1084,L63534-S1,katuaren oihua
L223235,miazkatu,Q24905,L223235-S1,zerbaiten gainetik mihia igaro
L293526,miazkatzaile,Q7233569,L293526-S1,miazkatzen duena edo miazkatzeko balio duena
L223987,miaztu,Q24905,L223987-S1,miazkatu
L233918,mielina,Q1084,L233918-S1,"(Biol.) lipido fosforodunez eta proteinaz osatutako gai zuria, zenbait nerbio-zuntzen inguruan estaldura babeslea eratzen duena"
L224182,migratu,Q24905,L224182-S1,migrazioa egin
L293527,migratzaile,Q7233569,L293527-S1,migratzen duena
L70971,migrazio,Q1084,L70971-S1,pertsona edo giza talde bat herri batetik bestera bertan finkatzeko asmoz joatea
L70971,migrazio,Q1084,L70971-S2,"zenbait animaliak, inguru egokiago baten bila, egiten duten habitat-aldaketa, bi habitaten arteko aldizkako joan-etorria izaten dena"
L74928,mihi,Q1084,L74928-S1,"(Anat.) goi-mailako ornodunetan, aho-barrunbeko organo muskulutsu eta mugikorra, dastatu, irentsi eta ahots-soinuak artikulatzeko funtzioa duena"
L74928,mihi,Q1084,L74928-S2,"delako organoa, mintzoaren adierazpidetzat hartua"
L74928,mihi,Q1084,L74928-S3,kanpaien edo ezkilen barnean dilindan dagoen pieza
L74928,mihi,Q1084,L74928-S4,mihi-forma duen material malguzko pieza
L74928,mihi,Q1084,L74928-S5,mintzaira; hizkuntza
L74928,mihi,Q1084,L74928-S6,"(Mus.) haize-instrumentu batzuetan erabiltzen den xafla mehea, aire-korrontearen eraginez bibratzean soinu egiten duena"
L74928,mihi,Q1084,L74928-S7,"(Teknol.) pieza baten irtengune luze eta estua, beste pieza baten neurri bereko sargune edo artekan sartzen dena"
L293528,mihigaizto,Q7233569,L293528-S1,"gaizki esaka aritzen dena, maiseatzailea"
L293528,mihigaizto,Q7233569,L293528-S2,ahozikina
L63118,mihilu,Q1084,L63118-S1,"(Bot.) landare belarkara, usaintsua, hosto horzdunak eta lore horiak dituena (Foeniculum vulgare)"
L293529,mihiluze,Q7233569,L293529-S1,"hitzontzia, berritsua"
L74307,mihise,Q1084,L74307-S1,lihoz edo kalamuz eginiko ehuna
L74307,mihise,Q1084,L74307-S2,maindirea
L74307,mihise,Q1084,L74307-S3,hil-jantzia
L74307,mihise,Q1084,L74307-S4,(Art.) pintatzeko erabiltzen den oihala
