lexeme,lemma,statement
L2188,aldeki,L2188-DA4FBF23-3491-4CE1-8EF6-C45811ED8A4B
L2189,aldekide,L2189-C41D57F9-57CE-437D-ABEE-D9CB4ABD4EF9
L2190,aldekigo,L2190-30B8C010-83D4-402D-8686-6764C13B2B22
L2191,aldeko,L2191-734AA28D-C88D-4D77-BF73-CF5053F8DFBA
L2192,aldekoi,L2192-F0FE501C-CE38-4D58-AAF4-09B1118CF87B
L2193,aldekoikeria,L2193-BF199E93-B9FF-414A-9EB8-827EDCEE93B3
L2194,aldekor,L2194-367EC45A-4C3C-48CE-952D-73A09B26652D
L2195,aldekortasun,L2195-95C23CC7-5BDB-4CF5-9257-E7F471653552
L2196,aldekotasun,L2196-EA02AA21-9041-4E0D-89CE-2BBB4231AD4F
L2197,aldelari,L2197-4AF9C677-A4A5-4A66-A894-48D2D92CE327
L2198,aldemen,L2198-4F0A81A1-ECB2-4E68-A867-4E6EADC9AF18
L2199,aldendu,L2199-12BE00D7-8E1D-4C74-8DC0-E3C6C2EDA93E
L2200,aldenerazi,L2200-CAE32975-0552-4C22-B1F4-E8C7C9414FAA
L2201,aldeoroko,L2201-72025981-EDB4-497B-A6FD-296976CB750F
L2202,aldepe,L2202-F31D92B9-6100-4204-B4FD-67E6501623C6
L2203,aldepeko,L2203-72A11BE0-C4E4-44CE-9FB6-CB5F93287A8D
L2204,aldera,L2204-FD1AADE6-E54F-44AD-B066-71FDB90BCAAD
L2205,alderagarri,L2205-FCA177BB-F5ED-4489-917B-087528893C79
L2206,alderagile,L2206-5F2C39B5-C88C-4257-9469-E08F1FF27533
L2207,alderagotu,L2207-6DFF9BD6-4A21-422F-B413-B838B4A31553
L2208,alderakizun,L2208-4F005925-F739-48AF-9662-DA8A50D2A67E
L2209,alderandu,L2209-045F34E2-C5A2-409A-8474-E4EAE2569AE2
L2210,alderantzi,L2210-ACB9782A-BE7F-4F2A-A112-28C35553F0EE
L2211,alderatu,L2211-8EE369E9-B79D-4510-BB7E-A838DCDAE201
L2212,alderatze,L2212-016E272F-E186-47C6-8B0E-A91E38006A42
L2213,alderazi,L2213-2C1800A9-B04B-4BFF-B692-9B99013C4BA0
L2214,alderdi,L2214-041ACB5D-A2BE-4187-B208-3839C0BCFA1C
L2215,alderdika,L2215-0A18F64B-7422-45C7-AF4F-645DA48F338F
L2216,alderdikar,L2216-06EB1352-D331-4658-941F-6BB9A2A97DC9
L2217,alderdikari,L2217-608A20CB-080A-4F6B-A833-A2C336CEB3C1
L2218,alderdikaritasun,L2218-8937F84F-1931-45BB-B5FE-C21784AC6E43
L2219,alderdikatu,L2219-DE7AE404-F5D4-423C-8BA3-C56967D093A8
L2220,alderdikeria,L2220-1D693D40-78F6-4334-A930-08F317C538AA
L2221,alderdikeriatsu,L2221-840A365B-9D32-4AF0-9E75-38A79A61BE98
L2222,alderdikide,L2222-605BA262-DC79-46E8-8FB8-802659D578DA
L2223,alderdikidetu,L2223-3BE8017B-6E9B-495B-9DB3-6824BA1A70D9
L2224,alderdiko,L2224-88031A14-5503-4C5F-907E-0E7BB1247925
L2225,alderditasun,L2225-97597B59-2DB5-4A74-B951-2BE87B19C551
L2226,alderditiar,L2226-95B821AF-08C2-4688-96D8-6AC9F366C996
L2227,alderditsu,L2227-258C75E2-2EDA-4696-8B21-CBD5F5B644D2
L2228,alderditu,L2228-E388BA34-1CCE-40CC-A8C4-ECD18BB802EA
L2229,alderen,L2229-5B4916B3-E6E5-4549-ADA6-BA7D257504CD
L2230,alderoka,L2230-7BFE0210-A970-42C7-AC80-D9449009B6B0
L2231,alderrai,L2231-44FDEA8C-8E01-490E-B33D-87458FF2FBC8
L2232,alderreoz,L2232-FE5F76EA-79A8-47F3-A233-0AF0C1C225C9
L2233,alderreska,L2233-55965170-8F1D-4C5B-B698-C851B378D5F6
L2034,alborma,L2034-6A496257-DA7C-4217-ABCD-9E1EECD4BAEC
L2035,alborna,L2035-B96E6EFD-D42F-4850-BA1A-D1E53C53E091
L2036,alborno,L2036-74A51EA7-8C5A-4B51-8749-5C39BC960E95
L2037,alboroke,L2037-8D51ECBC-26CC-4D47-A853-934ED0B8DE25
L2038,alborotamendu,L2038-5E42E423-BD53-4965-A617-0C3CB379D2BE
L2039,alborotatu,L2039-C80B6B1A-D031-4139-B290-2B443125910A
L2040,alboroto,L2040-5C02B2B6-060D-4B74-9524-2384C48FE778
L2041,alborri,L2041-475DBEAE-CDE8-4F77-9C07-D9A1563D2C95
L2042,albotu,L2042-3D45E3AD-B85F-4F82-9755-8AA0794A8844
L2043,albotxo,L2043-91D7C2CE-9D91-4BC0-BF4A-B3BB2437433C
L2044,albumina,L2044-FBCB9743-34E5-47FF-B3DB-EF0942C6F166
L2045,alburun,L2045-326ADEAF-AB85-462B-A551-998713055946
L2046,alda,L2046-D6EC590B-F8C4-442B-AD65-21F17E26EE5F
L2047,aldaar,L2047-1A5BEB6C-17F4-45F1-AF14-C68F8267BE2C
L2048,aldaba,L2048-CBB9A909-3EC5-4BB0-A35C-D952B1223E66
L2049,aldabada,L2049-A916104F-1EC5-4998-9FBB-02145867FAA2
L2050,aldabarra,L2050-F8B617AB-B9D2-4FF5-895B-6F33594244E8
L2051,aldabarri,L2051-75A41526-356D-4DBE-B3EB-CF59077AA203
L2052,aldabe,L2052-AA1BA446-476B-4984-BA8E-6286FE5C100C
L2053,aldabera,L2053-0AA1A6A9-9151-4CDE-9AE7-4C64134EA9B4
L2054,aldaberritu,L2054-7616DFA6-CC32-47BA-8649-747F8607DFA7
L2055,aldaberritze,L2055-46D528AB-2A17-4CC0-9BA3-88EF58F0923B
L2056,aldabiaketa,L2056-BEF50C56-5B4F-4BA8-A2BF-29415F5EF973
L2057,aldabio,L2057-DE8A1AFC-57B1-4998-AA42-CE2474EFA0D2
L2058,aldaera,L2058-A8C071CE-5489-44EB-87F8-FF32FF4DA621
L2059,aldaetxe,L2059-D3BE176A-D7ED-4C80-8463-655C902AD0DB
L2060,aldaezgarri,L2060-95B1EDE7-110E-432E-AA7D-EC59F714FE41
L2061,aldaezin,L2061-90806215-3B92-4665-93C8-A562674C34B8
L2062,aldagailu,L2062-687E9F60-7EB7-4330-9323-5DAC74E1B90B
L2063,aldagaitz,L2063-0DF42783-9C10-4AA2-B495-162002D6F2EE
L2064,aldagaiztasun,L2064-AB514BAF-F6C2-4E53-B2E5-777F58128132
L2065,aldagarri,L2065-17DBB53C-513C-4965-95C7-375180C2FF3C
L2066,aldagarriztatu,L2066-3C0D8AD1-288B-400C-9D56-B3EF43179582
L2067,aldagela,L2067-DF834126-BF4D-4EA0-90DB-9AA77EA68D63
L2068,aldagiro,L2068-5C65AE66-B485-4D6A-A57F-00347737F49B
L2069,aldagoi,L2069-62E804C6-9210-4F97-A7A8-3FB846830DB2
L2070,aldagura,L2070-2793F0F3-A85F-49FB-858F-68EAA5485987
L2071,aldaguratu,L2071-C8F535AB-77D1-4E8F-9CC9-353A21266D0C
L2072,aldai,L2072-9A952499-B41C-4210-BFA3-93FAA58E0234
L2073,aldaime,L2073-C3C4EADF-3F6E-472E-B337-805DF0C33E39
L2074,aldaira,L2074-DAEBA8D7-A7C9-4CCB-A50E-024EB899C4D4
L2075,aldairaro,L2075-BFA7D736-12A8-4238-9369-2F1684805879
L2076,aldairatu,L2076-B5D15678-E308-4EF9-AB80-B4DE54BB210B
L2077,aldaitegi,L2077-00BB2484-2037-4CA5-A641-A224266B1C42
L2078,aldaize,L2078-78E4C4A5-A9C0-4592-B65E-DDB3E9D859A1
L2079,aldajoka,L2079-EDC00E1D-BFF6-4D4F-B2C1-AB1D98DF5FDE
L2080,aldaka,L2080-71B94158-5622-43EE-A6EC-F0D87BFD8858
L2081,aldakai,L2081-6D5D1C06-21EC-4366-8A72-64ABA7291A27
L2082,aldakaitz,L2082-DD6FBFC3-B3ED-4DFE-BAE9-684EA602E5E6
L2083,aldakar,L2083-59344CD7-C9A1-40FD-9DF3-04B9062EFAB3
L2084,aldakarazi,L2084-8149309B-EC32-4A05-9BB7-453FADF6FB76
L2085,aldakari,L2085-BBA69841-F4F3-4F06-AA40-A860F1707F0E
L2086,aldakaritasun,L2086-1867FD20-BE14-4E7E-87F6-DEEDA69713B9
L2087,aldakatu,L2087-992CE5B6-791B-48F4-9235-DFB1C3F1EEAB
L2088,aldakeria,L2088-9DBA0FA7-C0E8-49B1-B92C-8CAC8B62B2D5
L2089,aldaketa,L2089-4BA07AE0-53AB-4E79-9F65-9DBE83391A0E
L2090,aldaketari,L2090-09C7054F-7156-464F-83A7-C3C605D8F9DB
L2091,aldaki,L2091-24759BF7-3D19-48AE-AD14-29D1B13CAAAF
L2092,aldakisten,L2092-7873E1A6-0272-4CBF-A19F-B94941965FAA
L2093,aldakizun,L2093-5CC05953-B763-421F-AF2C-66469A38DFD6
L2094,aldakoi,L2094-E365206A-A4A7-427F-BB8A-D54304867A25
L2095,aldakoikeria,L2095-1E759683-E909-433D-B26A-65ED044A4FCF
L2096,aldakor,L2096-37CECEDA-BE28-4A24-ACB6-DE5E681612A7
L2097,aldakortasun,L2097-B47B304B-4B15-46F2-969C-C3C291A35491
L2098,aldakortu,L2098-C4833065-DEBC-4561-93C0-A7CFBD9B8A55
L2099,aldakunde,L2099-950799F1-BA38-4C93-AA18-95C04781B062
L2100,aldakuntza,L2100-C6234DA5-E305-4EB4-AC51-76187C8F8402
L2101,aldalei,L2101-C737CDC6-724D-454D-BD6A-8104E7BD244A
L2102,aldamandioak,L2102-BB6131A6-7276-459D-ADCB-AF9A9AA1AA70
L2103,aldamen,L2103-C1B8636B-8378-417D-8912-5C30D3F56471
L2104,aldameneratu,L2104-D397962B-1133-4931-AE25-A911CE0BA1D8
L2105,aldamenka,L2105-74DC11DD-C6E2-4643-84BD-A9834DCF04D4
L2106,aldamentxo,L2106-4167DEF4-D64F-4058-9BFA-EDC0360ADE14
L2107,aldamio,L2107-6E1996B8-1FFB-49B8-821E-D84A8AE61411
L2108,aldamortzu,L2108-665527DC-5DDD-41DD-B799-E1F2F8FABCF8
L2109,aldamuño,L2109-20DD5D46-36E4-4F4A-8753-5EC66F02A001
L2110,aldande,L2110-A86D3FF4-BC97-4253-AF2F-B318B96EC404
L2111,aldandetu,L2111-BCD1A59A-2B0D-405E-BFEF-83A6DF19EDA7
L2112,aldantza,L2112-97D903D4-A17A-43DA-8928-134293720CBF
L2113,aldapa,L2113-7935F892-6082-42FE-91BC-E9BE2ADEAEFC
L2114,aldapadun,L2114-AB9C56C1-6702-4E8C-B809-6071B3F2EEBC
L2115,aldaparo,L2115-BC09FFAE-81D3-4C55-BD04-A48701D75178
L2116,aldapatsu,L2116-3AE4BAAB-023F-49D1-9310-8CC2644B634C
L2117,aldapatu,L2117-5E063183-C2EC-4663-84E8-254BA4FB86DF
L2118,aldapatxo,L2118-9C130B9D-730A-43AC-A7B3-479059BF98A4
L2119,aldapen,L2119-D8C7A6D1-61FC-4876-94A6-612FFAC8912B
L2120,aldapots,L2120-D301A190-E2BD-41B5-AFD5-DC064C29DDBF
L2121,aldaradura,L2121-5E9B0AFA-BBDD-4ACC-8195-71E240A624CB
L2122,aldaragarri,L2122-03859D57-7261-44A4-8419-0727547175F7
L2123,aldaramendu,L2123-97F6A73C-1241-462A-86D9-8EE4F5B4A721
L2124,aldarao,L2124-B7F70459-2CE6-45F5-A9BC-18408618D4C8
L2125,aldaratu,L2125-45D7148F-999C-42E4-AC49-8D396C0BE3C8
L2126,aldarazi,L2126-74197E1C-56EA-4EA8-8FF5-18EC1101D978
L2127,aldarazione,L2127-5D7848EB-BDEB-481B-9C01-FE0802694A4B
L2128,aldarazle,L2128-6DE7FC8F-C501-4970-AA2C-44512E320471
L2129,aldare,L2129-A2851459-B302-40FF-973E-A574A584DB73
L2130,aldareratu,L2130-C1F73DE6-74D2-4334-98D5-DDD97C512A6B
L2131,aldaretxo,L2131-C0C40528-66C9-4673-A0D5-5E2F89D09C66
L2132,aldaro,L2132-EBA7BCC2-DC84-4E38-A9C3-255A940471A0
L2133,aldaroka,L2133-C5180D6A-D42A-489B-BBF8-62DC3453FBAA
L2535,alotetsu,L2535-62B1FF2C-E924-45F2-B271-08C0C090D439
L2536,alotza,L2536-412EADEC-A487-4119-986F-78F915C32976
L2537,alotzaldi,L2537-00677EC1-7DA3-4D61-9C00-1225B07F31CC
L2538,aloxo,L2538-7CE9FA04-B494-4198-B810-F089903F117D
L2539,aloz,L2539-53FED732-9F61-4F95-8D00-8CEB3B140390
L2540,alozkeria,L2540-10146C42-BB4F-49C8-9913-DA9907F4505B
L2541,aloztu,L2541-8E9D5318-0992-4A19-B805-7C099431D039
L2542,alpapa,L2542-290A6A65-4C94-42FB-890E-C14DC3C7FF5B
L2543,alpargata,L2543-1CB199F8-F8FD-4F9A-BC1C-56A15313B6E2
L2544,alpargatagile,L2544-412ECD4A-6F20-419E-9F09-6B3FA8F347B0
L2545,alpargatagintza,L2545-93F8BFED-3FEE-4D73-BCE1-79F4D5AA04AD
L2546,alpargatero,L2546-EDC1CB06-4FED-4B2A-8065-F6A6ABBDCCC2
L2547,alpe,L2547-BA9A66A5-ACE7-4340-AAEC-1317B23E5A73
L2548,alper,L2548-A3136A23-9A9C-4718-B66A-AEB99A9D39CA
L2549,alperizia,L2549-5533E3D9-36EB-4DC9-A8E1-18406AC752EE
L2550,alpertu,L2550-C068AB39-A080-41C2-A583-B59815D731FA
L2551,alpertxa,L2551-3BB3EAE4-7FC7-4D3B-8F80-4ECA450CE65A
L2552,alpeta,L2552-9C74424E-7682-437E-8C99-7AC431C9754E
L2553,alpitz,L2553-E0643F4D-B254-4C05-A039-014085B58DA8
L2554,alpore,L2554-FDE74CD1-1A64-4A01-BC30-175AAA47FE51
L2555,alportxa,L2555-2A202E9D-57E8-4549-9D1E-A93F797F3FAB
L2556,alproja,L2556-E41FD732-EFE7-4CB2-A03D-F207B566B282
L2557,alprojakeria,L2557-F08AA0B4-349A-43BF-BFDB-23BEB1EFE51D
L2558,alsuma,L2558-7BB1BCAF-0704-497D-9C8E-BD05A8AC8298
L2559,alta,L2559-ADD9AB21-F52C-4B9D-9749-E8EDD5053A83
L2560,altakor,L2560-F652BC5E-08C3-49B7-918F-8FF39CB9B880
L2561,altama,L2561-7EB30FE6-9F05-4DE7-88F8-3382B8A6D983
L2562,altamia,L2562-B72FC6F9-AFB6-403D-9314-7D6804A8E2C8
L2563,altaramendu,L2563-C6156115-F25A-4279-9BC8-A1BB387B3B74
L2564,altaratu,L2564-38BAADE0-00F7-48EA-B961-2C234D027DF7
L2565,altarazi,L2565-C5447A5A-4455-4125-B34D-280D7F07262F
L2566,altare,L2566-20EC0EB0-BBC3-4CAB-85A1-00EF3778239B
L2567,altarte,L2567-49ECE4F1-4705-411B-A717-7388A3B9DEBA
L2568,altatu,L2568-59732A0D-9AE1-48FB-BDD9-55A1245B7303
L2569,altesku,L2569-2E4F9408-A723-43FE-A2E4-6034F4AB0A01
L2570,altisoi,L2570-8BB85841-D9FE-4C4C-AB14-7F68668ACE2E
L2571,altisoitu,L2571-1F31F22A-250F-4653-A34C-B36BC06DF3CA
L2572,altistama,L2572-965AB7FD-F0BB-4AC3-A353-6AAE0B8901DF
L2573,altiste,L2573-E4068746-5A53-4A89-AFFB-C99583B91A4A
L2574,altoka,L2574-C8F271B2-AC0F-4614-9E3A-2782B5321942
L2575,haltoki,L2575-F1324CAE-4778-4AAD-934A-6BBE0FD657D8
L2576,altorna,L2576-8EB06909-221A-45EA-A069-272E16E70443
L2577,haltsar,L2577-250C5260-C4D2-42E3-A1F8-51C144E771D4
L2578,haltsargabetu,L2578-E34EF0F9-8144-4A5A-8C55-49A9FB119241
L2579,altsi,L2579-D3E3CD94-D7C5-4814-8C85-9C90002EB7BA
L2580,altsistu,L2580-4B191A59-F74E-4401-8473-FD705EE43E80
L2581,altsitu,L2581-387FA76A-1E7F-4C6D-9708-2E7B0F78F88D
L2582,altsitxo,L2582-D8DEEDB2-7A30-4218-8BE5-388A9BD1DA7D
L2583,altsuma,L2583-5FC86C4E-58B4-4795-9763-442FB57A1875
L2584,altsumatu,L2584-D22F7D33-39D8-40AD-9BD6-C7E4DCCFBA1B
L2585,altu,L2585-A195CFB5-63EC-40A7-AD3F-85E024B36AD6
L2586,altuera,L2586-0AC5D4F2-79B1-48BF-8239-A648A20772E8
L2587,altura,L2587-707B9021-CC33-420F-B91E-6B95ACA1CAB8
L2588,altutasun,L2588-68E2E619-CB95-4BED-8AF5-A35202319477
L2589,altxa,L2589-9B023F17-F7F7-472F-AB3C-F4EEB09B0165
L2590,altxabea,L2590-730C0819-E4C9-4885-82E3-550E8519D753
L2591,altxafuego,L2591-621DE6E8-7367-412D-8B0F-4D6492FD8CB8
L2592,altxagarri,L2592-0563AFD1-1BE0-49D7-8006-74385DFDC72D
L2593,altxakodatu,L2593-14AD9B80-6185-47BF-B420-813958BFE0B1
L2594,altxaldi,L2594-B652BE99-6B27-4F92-80B4-11CBD734272B
L2595,altxapean,L2595-13AEADE2-C46A-4906-A1DE-EDB3FEFE0CE0
L2596,altxapen,L2596-BB836A79-A2D5-47BB-84A2-0FD93A4524AF
L2597,altxaprima,L2597-F416087B-4099-475B-AED7-09BAFDB67093
L2598,altxarazi,L2598-4FE730C4-B04E-46FA-9407-E92BCD631EC2
L2599,altxari,L2599-ABE6C325-16F1-48F1-920E-5E9727D95FA0
L2600,altxarrastelu,L2600-B4EF273B-6588-42F8-A023-42298F7D4862
L2601,altxarri,L2601-FBFB208D-FF2C-4353-B6E3-71DA8D21BF78
L2602,altxatu,L2602-5B7750F5-41CD-42EB-BAFA-1C28F21D0CB7
L2603,altxatürazi,L2603-0DC4AB9F-336D-404E-9FE9-D040BCA200B6
L2604,altxatzaile,L2604-2D41224D-1496-4712-9F3E-353AE9B6FB95
L2605,altxatze,L2605-18ACDD1B-6092-43F1-8938-26598BA5C16B
L2606,altxirri,L2606-D68BF4DD-E758-4003-B294-8B70DC878931
L2607,altxirrika,L2607-46119F11-3A25-4785-AB86-2D93394044AC
L2608,altxor,L2608-76448539-5D2C-40AD-90CF-5D004F2DA2A0
L2609,altxorki,L2609-AC807278-4BD1-4848-BF64-EC98A4D1E2AD
L2610,altxuma,L2610-1B8365C6-04C5-4834-B11C-834CB73608A3
L2611,haltz,L2611-1B96A358-4E8C-48EF-A363-2EA9D85D76E5
L2612,altza,L2612-32FA01A2-7293-41BD-905A-D77589C6261C
L2613,altzadar,L2613-DE9329D0-27B6-4DDF-A42E-491BF67DE927
L2614,haltzadi,L2614-897A8A3B-7F49-4158-BA34-6F7C8F87AA84
L2615,haltzaga,L2615-7EE73481-BD3F-46A2-AF0C-08D3A87169FF
L2616,altzairatu,L2616-F8A45939-3C09-4927-9ED1-E86161E1BAD5
L2617,altzairu,L2617-DD3BC12A-D99E-4E67-8EEB-732F628B76DF
L2618,altzairugile,L2618-435ED42A-2B81-472E-8DD3-71054FB4FB51
L2619,altzairugin,L2619-33B41C15-8025-4488-8B78-3BDA5E1486F7
L2620,altzairugintza,L2620-6BD30CD3-5B37-4D64-9FEB-8580DE8F18CC
L2621,altzar,L2621-22101043-794F-4F11-BABF-3E995D91EC77
L2622,altzari,L2622-3666122D-EB2C-42D0-B719-DFC725BEC3EC
L2623,altzi,L2623-1A3D700E-3EAE-4708-8AF5-B19687413218
L2624,altzifre,L2624-BE404ABC-AC0B-456C-A893-FC087BF43D34
L2625,altzifredi,L2625-D420574A-1A4B-4182-8D7C-8E1AFA31F892
L2626,altzo,L2626-CA021C35-6566-4408-84A6-A2223C936EB5
L2627,altzoaldi,L2627-E9ADDB3E-E98D-454F-9C21-8032A15B1B06
L2628,altzoko,L2628-30114671-ED2C-43E7-919A-DA574E11A217
L2629,altzope,L2629-E42164A6-7FD4-44FE-AE10-C76F545ED526
L2630,altzoratu,L2630-4B2D7550-774A-4FBD-B7C9-55D4018168D6
L2631,altzotara,L2631-234207A5-4CEB-404C-A125-2A420A8C4558
L2632,altzotaraka,L2632-993E9C31-18CF-4E19-9673-F76BD80A8358
L2633,alu,L2633-079CD4DD-B466-4159-A433-FEDE96A35C8F
L2634,aluita,L2634-96C425F7-CA22-4B1B-8269-3585553EF649
L2435,alkoiko,L2435-C66489B5-6F24-46FC-9B52-1C22F5438280
L2436,alkondara,L2436-BD874569-00F6-4EAD-B31C-383E8E21963E
L2437,alkontxo,L2437-D0867AFC-0544-483B-ABA1-5A76B6974998
L2438,alkohol,L2438-ABDD787E-56B6-4FE9-B38D-4343F2A5C585
L2439,alkoholdun,L2439-8BEAB4FE-A922-4850-926D-EC991AD02C62
L2440,alkoholikatu,L2440-321C48F0-7986-4739-807C-F83B228C6283
L2441,alkor,L2441-64811CAB-DEEF-488E-8FD4-43C0F37CA065
L2442,alkotz,L2442-45C0D6FD-F51D-4DF8-A6E4-92776326C38B
L2443,alkuts,L2443-4DFB1A6C-DC88-45CE-A28D-E8666E56C12A
L2444,alla,L2444-59C32EA5-4A17-4982-B373-B0F71EADAE26
L2445,allakairu,L2445-350B1FC8-2AC3-4943-8597-198FE7C21F55
L2446,allako,L2446-02A2E9A5-A7A8-42C8-A65D-467CD2EB45C3
L2447,allaluze,L2447-9CF8BFF2-54E2-4555-B58A-EABAA31E7CA9
L2448,allape,L2448-1AB316D8-6C9F-4FC3-84B9-3EDEFBA5CCC0
L2449,allatsu,L2449-8115B575-8A86-42F6-ADA4-190F0BD6F3E7
L2450,allebre,L2450-4E916BAD-CE3A-4A00-8E05-E2C0073361D1
L2451,allere,L2451-3EE53EFD-08FB-4D4B-A466-952BD5F7CE23
L2452,allert,L2452-F7480484-0480-413C-A3C9-2525978A2796
L2453,hallikondo,L2453-CBE4F54D-0DF3-4CF3-8C4D-B3762196B6E2
L2454,allizar,L2454-5E224462-DC04-497D-9543-FFD7ED04E7AA
L2455,allubre,L2455-78D0035E-4028-41E7-B4F9-539308873B90
L2456,almadia,L2456-FC5E44B6-C3A6-4F70-98CA-1B70BEB3BE11
L2457,almaka,L2457-AE5830D2-DD5E-4970-9217-5508CDA04860
L2458,almanaka,L2458-E2893AAA-640B-4510-BF08-37AE5CE78B2B
L2459,almandrorratz,L2459-94648F98-CE4E-4BFD-9433-86AECF705C5D
L2460,almaza,L2460-17069B7D-240D-41F7-AA8E-59CC0526FE0B
L2461,almazari,L2461-C83F9451-3DD6-4EA8-B513-4C25CC01E50E
L2462,almazen,L2462-E0662A8E-7FF4-476A-BADF-193A8471C58A
L2463,almeka,L2463-F5A81283-6344-4B8E-869B-9607A0B0FB2C
L2464,almena,L2464-A3CC7500-BDB7-4054-9295-29563883B882
L2465,almendra,L2465-962DCB44-794B-4360-BA44-BE8DCEC6E171
L2466,almendro,L2466-E8E9A118-A648-4060-BF57-AD76DCFCAD02
L2467,almendun,L2467-FCDB54AB-6C33-4615-B820-CAA938D4399C
L2468,almentasun,L2468-CE951DFA-278A-4B6D-A54C-702D04613317
L2469,almeriz,L2469-D6F99712-92A8-4094-A710-26EE362FB872
L2470,almidoi,L2470-F52F9C52-F380-4FF9-960F-D1BA04B36B8D
L2471,almidoitu,L2471-2FD5471B-ADE9-4D3E-AF63-2D497393D38E
L2472,almirante,L2472-B0BF07CF-6285-4602-BEC6-16682DF19DD2
L2473,almitz,L2473-C191B019-E245-45E5-98D6-2979082FEBBA
L2474,almortzatu,L2474-1B8BFD0F-3F9F-47F2-B6E0-5DF3DED03FA8
L2475,almortzu,L2475-3B5A5BAA-D6C7-4B6B-B69D-BFDEDDF46A6C
L2476,almuazai,L2476-194C3A29-6CCB-4AC8-8B71-197BB246DC2E
L2477,almuska,L2477-F979B7CF-8F88-42D9-BB54-CFBC95B0761A
L2478,almute,L2478-8D29F972-6891-4E9D-9A53-93166D765002
L2479,alo,L2479-1B62C610-1A66-4C65-9673-18B2DEF224CA
L2480,alober,L2480-7DAF1F46-69FE-4AE1-B455-AB56AC232F84
L2481,aloes,L2481-2FD51591-8862-4305-AA55-40EC9DBC82A5
L2482,aloeta,L2482-390F0059-E25C-40A3-8A19-B24508D39632
L2483,alogaira,L2483-2C4D8BCE-C238-474B-B7CE-5CD2F097FBE3
L2484,alogatu,L2484-D41E8315-7D44-4904-866F-458BA7C30654
L2485,alogera,L2485-2629B5C4-1CD4-4632-8C33-6CDD593136DB
L2486,alogeradun,L2486-57B5720D-9943-42CB-9B57-C07B3254661D
L2487,alogerari,L2487-820EE1C0-3BEE-4BDD-A539-F464ACCB9D6B
L2488,alogeratu,L2488-590A4A91-8B03-4D18-8267-42CEAE4C6B7B
L2489,alogeratzaile,L2489-4B35235E-0DBF-4787-97AA-69E3336CE022
L2490,alogeraztatu,L2490-7F17653C-8BC9-4F5D-A15B-DD3A4E8CA4D6
L2491,alogereko,L2491-C4CA55EB-38BF-4F79-9F37-A83363CB77DB
L2492,alogu,L2492-626EA1B5-9595-4738-ADE9-007037E68656
L2493,aloitu,L2493-9F77FC15-7127-458F-B745-1CD1994C88C5
L2494,aloitzaile,L2494-DCFBF841-AA42-43D4-A6A8-5A960065FDCD
L2495,aloitze,L2495-5581873A-3502-4D2F-9D88-D0D231F1D7AA
L2496,alojimendu,L2496-C273B15C-B9A0-41D8-AD5B-E8BC18CCDCE4
L2497,alojitu,L2497-EC4CD659-B143-49B4-97B5-289C0E1DAA97
L2498,aloju,L2498-FFF1A558-804C-46E8-9853-818828E4610A
L2499,aloka,L2499-B1EAD766-FC65-40DD-B19D-6E7A7DC61C36
L2500,alokabide,L2500-E42A58E8-5D52-43D0-A377-BAC7A5DDBDDE
L2501,alokaide,L2501-FE9987CE-1161-4E52-A273-0C88901DC8BE
L2502,alokaidetiar,L2502-3AECD5B7-5FE6-498C-8010-705E43E7C36D
L2503,alokairatu,L2503-BB5AAA82-DDD2-4ECB-8450-3EFEFC7FA437
L2504,alokairiar,L2504-19775E5F-89B7-4710-9FC4-A6D000A59FDA
L2505,alokairu,L2505-5DCB3B57-8F10-4E83-88C2-F3FC98A1AB16
L2506,alokairuko,L2506-0BF55AEC-A733-4A9F-8051-01C2C19DB456
L2507,alokairuztatu,L2507-B0087BA0-EDEB-41FF-84AD-59F7F9F202DE
L2508,alokant,L2508-2BE58F5D-C752-484B-81D3-10DB3D807166
L2509,alokatu,L2509-D7CF0F2E-E921-45C8-9331-6C822EEBB165
L2510,alokazer,L2510-7BCAEF27-9251-4ECE-80C2-026EFFFE53C3
L2511,alondegi,L2511-A47E7FA8-A460-45B9-80A4-F574F7CDBB4F
L2512,alondo,L2512-2E542F66-9565-462E-9835-8A3D53AF82DC
L2513,halondoko,L2513-EC49C725-9638-420D-8E53-E3E38BF9A066
L2514,alontza,L2514-FF6A9939-843A-46D5-B788-99CFC6E11CE0
L2515,alor,L2515-7EA14CBC-7EA2-4C86-A179-18FBFA96C616
L2516,alordun,L2516-011CC884-92FD-4EF6-ABE3-FF9BE85BAACA
L2517,alorga,L2517-CA91626B-C1CE-455B-96A8-D31CE4DF892F
L2518,alhorka,L2518-CC348C3F-1A32-4117-AF4A-7C75471920F3
L2519,alorkune,L2519-C96B257C-F25D-4C30-BB69-AFDC1933709E
L2520,alhorlan,L2520-4511BEE4-4CFC-4C3D-BDCC-0846CE4EA3AC
L2521,alorta,L2521-AD69D6DC-832F-4106-92E5-CB126021D5F3
L2522,alortaki,L2522-BBC24C0C-31D5-4C4E-BEF4-C297A884BB6B
L2523,alortari,L2523-BCBF75BF-50C1-4131-B7E4-9A70B61E726F
L2524,alorti,L2524-7161B518-14D4-4113-87DB-B106DA0A1245
L2525,alortiar,L2525-7D70E28A-52F7-4769-AFF0-F6CA2980BE0E
L2526,alortu,L2526-4107A05E-6FF5-44CF-96BE-F24CCBEA198F
L2527,alortxo,L2527-969F9929-34A0-4F6C-903B-36984A32A312
